ID;Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Previous qualification (grade);Nationality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
211;1;1;2;9500;1;1;131;1;38;1;7;4;128.3;1;0;0;;0;1;18;;0;8;8;7;12.64285714;0;0;8;8;7;12.64285714;0;12.7;3.7;-1.7;Graduate
212;1;1;1;9500;1;1;149;1;37;37;9;9;136;0;0;0;;0;1;18;;0;7;7;6;12.91666667;0;0;7;7;6;12.91666667;0;7.6;2.6;0.32;Graduate
213;1;43;1;9130;1;1;140;1;1;3;9;2;140;1;0;0;;0;1;20;;0;6;8;6;15.625;0;0;6;8;6;15.85714286;0;13.9;-0.3;0.79;Graduate
214;1;39;1;9991;0;1;133.1;1;37;37;9;9;126.3;0;0;0;;0;1;26;;0;5;7;0;0;0;0;5;8;0;0;0;16.2;0.3;-0.92;Dropout
215;1;43;1;9773;1;1;122;1;1;1;4;5;126.9;0;0;0;;0;0;21;;0;6;8;6;11.71428571;0;0;6;7;6;12;0;7.6;2.6;0.32;Graduate
216;1;39;1;9556;1;40;130;1;1;1;4;5;145;0;0;0;;0;0;25;;0;7;10;6;12.125;0;0;8;9;8;13.3125;0;15.5;2.8;-4.06;Enrolled
217;1;18;1;9147;1;1;121;1;19;3;5;5;115.8;1;0;0;;0;1;19;;0;5;7;5;11.6;0;0;5;5;5;11.6;0;12.4;0.5;1.79;Graduate
218;1;39;1;8014;0;1;120;1;19;37;8;7;100;1;0;0;;0;0;24;;0;6;11;1;10;0;0;6;6;0;0;6;9.4;-0.8;-3.12;Dropout
219;1;39;1;8014;0;1;133.1;1;1;19;5;4;102.5;0;0;0;;0;1;27;;0;6;16;1;10;0;0;6;13;0;0;0;8.9;1.4;3.51;Dropout
220;1;17;1;9085;1;1;121;1;19;37;1;3;131.5;0;0;0;;0;0;21;;0;5;10;0;0;1;0;5;9;2;13.5;0;7.6;2.6;0.32;Dropout
221;1;1;1;9147;1;1;133;1;38;38;7;7;147;0;0;0;;0;1;18;;0;5;7;4;13;0;0;5;8;3;12.33333333;0;9.4;-0.8;-3.12;Graduate
222;2;1;4;9853;1;1;134;1;37;37;5;7;122.5;0;1;0;;0;1;19;;0;6;6;6;13.33333333;0;0;6;6;6;14.5;0;10.8;1.4;1.74;Graduate
223;1;1;3;9254;1;1;115;1;1;1;3;3;117.5;1;0;0;;0;0;18;;0;6;9;4;11.25;0;0;6;13;2;12.5;0;9.4;-0.8;-3.12;Dropout
224;1;51;1;9500;1;1;127;1;19;1;5;9;150;0;0;0;;0;1;19;;0;7;9;5;13.85;0;0;8;9;7;12.19285714;0;11.1;0.6;2.02;Graduate
225;1;18;1;9500;1;1;135;1;1;38;4;5;127.5;1;0;0;;0;1;19;;0;7;8;6;13.74166667;0;0;8;9;7;14.9125;0;16.2;0.3;-0.92;Graduate
226;2;7;1;9991;0;43;140;1;40;5;3;3;140;0;0;0;;0;0;33;;2;6;7;6;15.33333333;0;0;5;5;5;15.8;0;11.1;0.6;2.02;Graduate
227;2;7;1;9147;1;3;130;1;1;4;3;10;130;0;0;0;;0;0;45;;0;5;6;5;11;0;0;5;5;5;13.8;0;12.4;0.5;1.79;Graduate
228;1;1;1;9238;1;1;135;1;1;1;9;9;133.3;0;0;0;;0;1;20;;0;6;6;6;12;0;0;6;7;6;12.85714286;0;11.1;0.6;2.02;Graduate
229;1;39;2;9670;1;1;140;1;34;34;0;0;97;1;0;0;;0;0;28;;0;5;5;0;0;0;0;5;5;0;0;0;7.6;2.6;0.32;Dropout
230;1;43;1;9500;1;1;120;1;1;1;5;8;112;1;0;0;;0;1;19;;0;8;15;7;11.57142857;0;0;8;15;7;11.57142857;0;12.7;3.7;-1.7;Graduate
231;1;1;2;9254;1;1;140;1;1;37;4;5;123.6;1;0;0;;0;0;18;;0;6;10;6;12.85714286;0;0;6;6;3;12.66666667;0;12.7;3.7;-1.7;Graduate
232;1;39;1;9254;1;3;133.1;1;19;19;4;6;130.5;0;0;0;;0;0;38;;0;6;0;0;0;0;0;6;0;0;0;0;15.5;2.8;-4.06;Dropout
233;1;1;2;9670;1;1;135;1;1;3;4;3;133.3;0;0;0;;0;0;19;;0;5;5;5;13;0;0;5;5;5;13.2;0;9.4;-0.8;-3.12;Graduate
234;1;1;1;9254;1;1;123;1;1;37;9;9;132.1;0;0;0;;0;1;21;;0;6;9;5;11;0;0;6;8;5;12;0;15.5;2.8;-4.06;Graduate
235;1;1;1;9147;1;1;133.1;1;37;1;9;10;100;0;0;0;;0;0;21;;0;5;12;3;12;0;0;5;12;1;15;3;16.2;0.3;-0.92;Dropout
236;1;1;1;9238;1;1;154;1;38;37;9;9;140.4;0;0;0;;0;1;22;;0;6;6;5;12.6;0;0;6;6;6;13;0;10.8;1.4;1.74;Graduate
237;1;1;1;9853;1;1;148;1;19;19;5;7;141.7;0;0;0;;0;1;18;;0;6;8;5;13.4;0;0;6;7;6;13.16666667;0;9.4;-0.8;-3.12;Graduate
238;1;17;2;9238;1;1;133;1;37;37;3;9;119.7;0;1;0;;0;1;18;;0;6;9;6;11.33333333;0;0;6;9;6;11.57142857;0;15.5;2.8;-4.06;Graduate
241;1;1;3;9500;1;1;125;1;3;1;4;4;119.4;1;0;0;;0;0;19;;0;7;10;6;12.47142857;0;0;7;8;7;11.4625;0;12.4;0.5;1.79;Enrolled
242;1;16;1;171;1;1;145;1;3;3;3;3;155;1;0;0;;0;0;24;;11;17;19;11;12.90909091;0;9;13;15;9;13.55555556;0;12.4;0.5;1.79;Enrolled
243;1;1;2;9147;1;1;118;1;37;19;5;5;119.1;1;0;0;;0;1;20;;0;5;5;5;11.6;0;0;5;5;5;13.6;0;12.4;0.5;1.79;Graduate
245;1;1;1;9147;1;1;127;1;38;19;9;10;117.9;0;0;0;;0;1;20;;5;10;13;9;12.9;0;4;10;12;10;12.36363636;0;8.9;1.4;3.51;Graduate
246;1;7;1;9500;1;3;130;1;19;38;5;3;130;0;0;0;;0;0;23;;0;8;8;8;13.22;0;0;8;8;8;13.22;0;9.4;-0.8;-3.12;Graduate
247;1;17;3;9500;1;1;129;1;19;37;7;6;120;1;0;0;;0;1;19;;0;8;8;7;13.15142857;0;0;8;8;7;13.15142857;0;10.8;1.4;1.74;Graduate
249;1;1;3;9254;1;1;121;1;19;37;4;7;116.8;1;0;0;;0;0;21;;0;6;8;6;11.33333333;0;0;6;8;4;12.25;0;11.1;0.6;2.02;Graduate
250;1;1;1;9670;1;1;136;1;19;1;9;8;123.4;1;0;0;;0;1;18;;0;6;10;6;13.25;0;0;6;13;5;14.14285714;0;11.1;0.6;2.02;Graduate
251;1;1;3;9070;1;1;125;1;19;38;9;9;125.4;1;0;0;;0;0;19;;0;6;7;5;12.4;0;0;6;6;5;12.4;0;9.4;-0.8;-3.12;Enrolled
252;1;1;3;9773;1;1;131;1;38;37;7;7;127.2;1;0;0;;0;1;18;;0;6;6;6;15;0;0;6;6;6;12.83333333;0;8.9;1.4;3.51;Dropout
253;1;1;1;9085;1;1;122;1;9;19;90;6;103.4;0;0;0;;0;0;19;;0;5;6;5;14.4;0;0;5;6;5;13;0;7.6;2.6;0.32;Graduate
254;1;1;1;9773;1;1;127;1;37;37;9;8;123.2;1;0;0;;0;0;18;;0;6;12;1;11;0;0;6;12;0;0;0;9.4;-0.8;-3.12;Enrolled
255;1;17;1;9147;1;1;136;1;1;1;4;4;124.1;0;0;0;;0;0;18;;0;5;8;5;12.4;0;0;5;6;5;10.8;0;8.9;1.4;3.51;Graduate
257;1;17;1;9991;0;40;127;1;37;37;6;6;124.9;0;0;0;;0;0;29;;0;5;10;5;13.57142857;0;0;5;14;5;12.33333333;3;16.2;0.3;-0.92;Graduate
258;1;17;3;9070;1;1;116;1;37;37;9;9;110.8;0;0;0;;0;0;18;;0;6;6;6;11.83333333;0;0;6;6;6;12.5;0;7.6;2.6;0.32;Enrolled
259;1;1;1;9238;1;1;121;1;1;1;9;8;118.9;1;0;0;;0;1;19;;0;6;8;5;11.66666667;0;0;6;9;5;12.66666667;0;12.4;0.5;1.79;Graduate
261;1;1;1;9254;1;1;131;1;37;38;9;7;137;0;0;0;;0;1;20;;0;6;8;6;11.16666667;0;0;6;10;5;10.6;0;15.5;2.8;-4.06;Graduate
262;1;39;1;8014;0;1;100;1;37;37;99;99;100;0;0;0;;0;0;34;;0;6;0;0;0;0;0;6;0;0;0;0;12.7;3.7;-1.7;Dropout
264;1;1;1;9238;1;1;135;1;1;1;4;4;122.8;0;0;0;;0;0;18;;0;6;7;6;14;0;0;6;7;6;14;0;10.8;1.4;1.74;Graduate
265;1;1;1;9238;1;1;130;1;38;19;9;5;121.6;0;0;0;;0;0;18;;0;6;6;6;12.83333333;0;0;6;6;6;12;0;12.4;0.5;1.79;Graduate
266;1;1;2;9773;1;1;146;1;3;1;1;3;149.2;1;0;0;;0;0;18;;0;6;11;4;12.25;0;0;6;10;3;11.66666667;0;9.4;-0.8;-3.12;Graduate
267;1;17;4;9500;1;1;146;1;4;1;2;3;140;1;0;0;;0;0;18;;0;8;8;7;14.82857143;0;0;8;8;7;14.82857143;0;12.7;3.7;-1.7;Graduate
268;1;1;2;9773;1;1;154;1;38;38;9;9;133.4;1;0;0;;0;1;19;;0;6;7;5;11.4;0;0;6;8;5;12.8;0;12.7;3.7;-1.7;Graduate
269;1;1;1;9070;1;1;137;1;37;37;9;9;126.2;1;0;0;;0;1;19;;0;6;6;6;13;0;0;6;8;6;12.5;0;10.8;1.4;1.74;Graduate
270;1;1;5;9500;1;1;151;1;1;1;9;9;127.8;0;0;0;;0;1;18;;0;8;8;7;13.67142857;0;0;8;8;7;13.67142857;0;12.7;3.7;-1.7;Graduate
271;1;44;1;9003;1;39;150;1;37;38;4;8;150;0;0;0;;0;1;21;;0;6;9;6;12.66666667;0;0;6;8;5;12.8;0;13.9;-0.3;0.79;Graduate
273;1;17;1;9147;1;1;122;1;12;19;4;8;117.8;1;0;0;;0;0;20;;0;5;10;5;13.5;0;0;5;8;5;12.33333333;0;13.9;-0.3;0.79;Graduate
274;1;1;1;9500;1;1;143;1;5;1;2;5;136.7;0;0;0;;0;0;19;;2;7;8;7;12.67;0;1;8;8;8;13.55;0;11.1;0.6;2.02;Graduate
275;1;1;1;9238;1;1;152;1;1;38;4;5;144.7;0;0;0;;0;0;20;;0;6;8;6;14.5;0;0;6;7;6;15.42857143;0;16.2;0.3;-0.92;Graduate
276;1;17;3;9500;1;1;145;1;12;1;4;10;139.8;1;0;0;;0;0;18;;0;7;7;7;13.68571429;0;0;8;8;8;15.3875;0;13.9;-0.3;0.79;Graduate
277;1;42;1;9853;1;1;120;1;37;38;3;3;113.7;0;0;0;;0;0;20;;0;6;8;5;11;0;0;6;10;3;10.66666667;0;12.7;3.7;-1.7;Dropout
279;1;1;1;9500;1;1;143;1;19;19;5;6;142.3;0;0;0;;0;1;18;;0;7;7;7;13.79714286;0;0;8;8;8;13.775;0;12.4;0.5;1.79;Enrolled
280;1;1;1;9500;1;1;129;1;19;19;5;5;119.6;1;0;0;;0;1;20;;0;7;8;7;14.00375;0;0;8;11;7;13.81285714;0;15.5;2.8;-4.06;Graduate
281;1;16;2;9147;1;1;139;1;38;37;9;9;123.7;1;0;0;;0;1;22;;0;5;8;4;12;0;0;5;8;4;11.4;2;16.2;0.3;-0.92;Graduate
282;4;1;1;8014;0;1;133.1;1;39;19;4;10;143;1;0;0;;0;1;47;;0;6;9;5;14.16666667;0;0;6;7;6;14.16666667;0;16.2;0.3;-0.92;Graduate
283;2;51;1;9991;0;1;127;1;37;37;8;4;100.1;0;0;0;;0;0;31;;1;5;5;5;14;0;0;5;5;5;13.8;0;8.9;1.4;3.51;Graduate
284;1;1;1;9070;1;1;126;1;19;37;7;5;119.4;0;0;0;;0;1;21;;0;6;7;5;13.8;0;0;6;6;6;12.83333333;0;16.2;0.3;-0.92;Graduate
285;1;1;1;8014;0;1;128;1;38;38;0;0;122.1;0;0;0;;0;0;21;;0;6;8;5;12.8;0;0;6;10;6;11.85714286;0;7.6;2.6;0.32;Graduate
286;2;39;1;9773;1;12;100;1;1;1;4;4;100;0;0;0;;0;0;24;;0;6;6;6;12.16666667;0;0;6;6;6;13.83333333;0;7.6;2.6;0.32;Graduate
287;1;17;1;9070;1;1;123;1;4;37;2;9;113.9;0;0;0;;0;0;18;;0;6;8;6;12.5;0;0;6;6;6;12.33333333;0;15.5;2.8;-4.06;Enrolled
288;1;39;1;8014;0;15;170;1;34;1;90;2;101;0;0;0;;0;0;32;;0;6;9;4;12;0;0;6;12;4;11.5;0;7.6;2.6;0.32;Graduate
289;1;18;2;8014;0;1;117;1;3;1;3;4;111.8;1;0;0;;0;1;19;;0;6;8;6;10.83333333;0;0;6;9;6;11.5;0;10.8;1.4;1.74;Graduate
290;1;39;1;9500;1;1;140;1;3;3;1;1;140;1;0;0;;0;0;24;;0;8;8;8;13.385;0;0;8;8;8;13.385;0;9.4;-0.8;-3.12;Graduate
291;1;17;4;9085;1;1;123;1;19;19;4;10;124.4;1;0;0;;0;0;19;;0;6;14;6;15.66666667;0;0;6;9;6;14.5;0;15.5;2.8;-4.06;Graduate
292;1;44;1;9003;1;39;150;1;19;37;6;6;150;0;0;1;;0;1;19;;0;6;9;6;14.33333333;0;0;6;7;6;13.83333333;0;13.9;-0.3;0.79;Graduate
293;1;44;1;9003;1;39;140;1;37;37;9;4;140;0;0;0;;0;0;24;;0;6;10;6;11.42857143;0;0;6;12;5;13;0;12.4;0.5;1.79;Enrolled
294;1;17;4;9238;1;1;123;1;19;19;191;144;116;1;0;0;;0;1;18;;0;6;9;6;11.66666667;0;0;6;8;6;11.66666667;0;8.9;1.4;3.51;Graduate
295;1;1;1;9070;1;1;130;1;38;37;3;6;135.6;1;0;0;;0;1;19;;0;6;9;5;12;0;0;6;10;2;11.33333333;0;8.9;1.4;3.51;Dropout
296;2;1;1;9500;1;1;137;1;3;38;2;4;121;0;0;0;;0;1;19;;0;8;8;7;14.72571429;0;0;8;8;7;14.72571429;0;10.8;1.4;1.74;Graduate
297;1;17;2;9773;1;1;126;1;19;38;9;8;118.7;1;0;0;;0;1;18;;0;6;6;6;14.16666667;0;0;6;6;6;13.66666667;0;12.4;0.5;1.79;Graduate
298;1;1;1;9238;1;1;125;1;1;1;3;3;125.7;1;0;0;;0;0;18;;0;6;10;6;11.57142857;0;0;6;8;6;12.33333333;0;12.4;0.5;1.79;Graduate
299;1;17;4;9556;1;1;112;1;1;1;4;10;107.1;1;0;0;;0;0;20;;0;7;7;7;12.5;0;0;8;8;8;13.1375;0;12.4;0.5;1.79;Graduate
300;1;1;1;9500;1;1;141;1;19;38;5;7;125.5;0;0;0;;0;0;18;;0;8;10;8;12.86;2;0;8;10;8;12.86;2;9.4;-0.8;-3.12;Graduate
301;1;17;4;9670;1;1;135;1;38;38;9;7;127;1;0;0;;0;0;18;;0;6;10;6;12.25;0;0;6;9;6;13.71428571;0;11.1;0.6;2.02;Graduate
302;1;1;2;9085;1;1;117;1;38;37;9;9;113.5;1;0;0;;0;1;21;;0;5;7;4;12;0;0;5;5;5;12.2;0;10.8;1.4;1.74;Graduate
303;1;1;1;9500;1;1;160;1;19;19;4;9;154.4;0;0;0;;0;1;18;;0;7;9;7;15.11666667;0;0;8;9;8;16.16888889;0;15.5;2.8;-4.06;Graduate
305;1;17;2;9238;1;1;143;1;1;11;4;3;128;1;0;0;;0;0;19;;0;6;11;0;0;0;0;6;0;0;0;0;9.4;-0.8;-3.12;Dropout
306;1;1;1;9670;1;1;119;1;1;19;4;10;115.5;1;0;0;;0;0;19;;0;6;8;4;11;0;0;6;9;4;11;0;10.8;1.4;1.74;Enrolled
307;1;17;4;9670;1;1;120;1;1;19;5;5;117.2;1;0;0;;0;0;18;;0;6;8;6;11.875;0;0;6;11;4;14.6;0;11.1;0.6;2.02;Graduate
308;1;39;1;9130;1;3;150;1;3;1;90;90;150;1;0;0;;0;0;34;;1;5;6;1;11;0;0;5;5;0;0;0;12.7;3.7;-1.7;Dropout
309;1;1;3;9085;1;1;142;1;11;11;90;90;155.3;0;0;0;;0;0;19;;0;5;5;5;15.2;0;0;5;6;5;13.2;0;7.6;2.6;0.32;Graduate
311;1;51;1;9238;1;1;160;1;3;19;2;1;116.1;0;0;1;;0;0;26;;0;6;6;6;14.83333333;0;0;6;7;6;15.14285714;0;11.1;0.6;2.02;Graduate
312;1;17;1;9853;1;1;133.1;1;34;34;0;0;118.9;1;0;0;;0;0;21;;0;6;12;3;11.33333333;0;0;6;10;3;11.33333333;0;7.6;2.6;0.32;Dropout
313;1;17;2;9147;1;1;142;1;19;19;4;8;127.3;0;0;0;;0;1;18;;0;5;5;5;11.2;0;0;5;5;5;11.8;0;11.1;0.6;2.02;Graduate
314;1;17;4;9853;1;1;121;1;38;38;5;7;113.7;1;0;0;;0;1;20;;0;6;8;5;13.4;0;0;6;9;5;13.66666667;0;9.4;-0.8;-3.12;Graduate
315;1;51;1;9147;1;1;135;1;1;1;4;4;118.5;0;0;0;;0;0;25;;0;5;12;2;10.5;0;0;5;5;0;0;0;11.1;0.6;2.02;Dropout
316;1;1;1;9147;1;1;153;1;1;38;4;3;146.7;0;0;0;;0;0;18;;0;5;5;5;16.2;0;0;5;5;5;16.4;0;11.1;0.6;2.02;Graduate
317;1;1;1;9500;1;1;140;1;19;19;3;6;124.3;1;0;0;;0;1;18;;0;7;7;7;14.54285714;0;0;8;11;8;14.88181818;0;16.2;0.3;-0.92;Graduate
318;1;1;1;9500;1;1;152;1;41;19;3;5;137.8;0;0;0;;0;0;19;;0;7;7;7;13.69428571;0;0;8;9;8;14.35555556;0;11.1;0.6;2.02;Graduate
319;1;1;1;9238;1;1;120;1;19;38;5;9;130.2;0;0;0;;0;1;18;;0;6;8;6;11.28571429;0;0;6;10;6;11.85714286;0;12.4;0.5;1.79;Graduate
320;1;17;1;9500;1;1;160;1;38;38;7;7;147.8;0;0;0;;0;0;20;;0;7;11;6;11.75714286;0;0;8;12;6;13.08333333;0;15.5;2.8;-4.06;Enrolled
322;1;42;1;9500;1;1;100;1;37;37;7;9;100;1;0;0;;0;1;19;;0;8;8;7;13.05857143;0;0;8;8;7;13.05857143;0;10.8;1.4;1.74;Graduate
323;1;1;1;9500;1;1;150;1;1;1;5;1;155.6;0;0;0;;0;0;19;;0;7;7;7;14.3;0;0;8;9;8;14.05555556;0;16.2;0.3;-0.92;Graduate
324;1;43;4;9147;1;1;124;1;37;37;9;9;117.4;0;0;0;;0;0;19;;3;10;15;5;11.8;0;4;10;14;8;12;0;7.6;2.6;0.32;Graduate
325;1;5;3;9085;1;1;141;1;1;19;7;5;128.8;1;0;0;;0;0;19;;0;5;9;3;10.33333333;1;0;5;8;3;13;0;7.6;2.6;0.32;Enrolled
326;1;1;1;9254;1;1;121;1;19;19;5;8;117.5;1;0;0;;0;0;18;;0;6;7;6;10.57142857;0;0;6;11;3;11.66666667;0;16.2;0.3;-0.92;Graduate
327;1;43;1;9500;1;6;134;1;1;37;9;9;120.4;1;0;0;;0;0;19;;0;7;7;6;13.33333333;0;0;7;7;6;13.33333333;0;7.6;2.6;0.32;Graduate
328;1;1;1;9238;1;1;134;1;1;1;9;6;130.9;0;0;1;;0;0;18;;0;6;10;6;11.85714286;0;0;6;9;5;11;0;13.9;-0.3;0.79;Graduate
329;1;1;1;9853;1;1;132;1;2;19;4;4;125;1;0;0;;0;0;18;;0;6;9;5;12.6;0;0;6;8;5;11.4;0;9.4;-0.8;-3.12;Enrolled
330;1;1;1;9085;1;1;135;1;19;38;9;5;136.8;1;0;0;;0;0;18;;0;5;11;5;14;3;0;5;7;5;11.6;0;9.4;-0.8;-3.12;Enrolled
331;1;1;1;9853;1;1;123;1;1;38;9;6;121.6;1;0;0;;0;0;18;;0;7;12;5;12;0;0;7;9;6;12.66666667;0;11.1;0.6;2.02;Enrolled
332;1;44;1;9119;1;39;151;1;19;37;4;7;151;0;0;1;;0;0;26;;0;5;6;0;0;0;0;5;5;0;0;0;16.2;0.3;-0.92;Dropout
333;1;1;1;9238;1;1;107;1;38;38;7;7;103.5;1;0;0;;0;0;20;;0;6;7;6;12;0;0;6;7;6;13;0;12.4;0.5;1.79;Graduate
334;1;1;1;8014;0;1;126;1;37;38;9;10;119.4;0;0;0;;0;0;19;;0;6;6;6;12.66666667;0;0;6;6;6;11.66666667;0;12.7;3.7;-1.7;Graduate
335;1;1;1;9238;1;1;133;1;34;37;4;9;134.4;1;0;0;;0;1;18;;0;6;6;6;12.16666667;0;0;6;9;6;13.66666667;0;9.4;-0.8;-3.12;Graduate
336;1;44;1;9238;1;39;140;1;38;37;7;7;143;0;0;0;;0;0;19;;3;6;6;6;13.33333333;0;2;6;6;6;14.66666667;0;13.9;-0.3;0.79;Graduate
337;1;7;1;9853;1;40;110;1;41;3;2;1;110;0;0;1;;0;0;40;;0;7;8;7;15;0;0;7;7;7;14.57142857;0;12.4;0.5;1.79;Graduate
338;1;1;4;9500;1;1;141;1;38;38;7;7;132.5;1;0;0;;0;1;18;;0;8;8;8;13.39125;0;0;8;8;8;13.39125;0;9.4;-0.8;-3.12;Graduate
339;1;17;1;9238;1;1;122;1;3;1;9;10;114.7;0;0;0;;0;0;19;;0;6;9;5;12.16666667;0;0;6;8;6;12.42857143;0;13.9;-0.3;0.79;Graduate
340;1;17;1;9130;1;1;156;1;2;9;3;5;166.9;0;0;0;;0;0;18;;0;5;9;4;11.25;0;0;5;6;4;12.5;0;7.6;2.6;0.32;Graduate
341;1;1;1;9085;1;1;129;1;1;2;3;1;125.9;1;0;0;;0;0;19;;0;5;13;4;12;2;0;5;8;3;12;0;9.4;-0.8;-3.12;Enrolled
342;1;1;1;171;1;1;188;1;3;3;2;2;178.3;1;0;0;;0;0;18;;0;0;0;0;0;0;0;0;0;0;0;0;15.5;2.8;-4.06;Dropout
343;2;39;1;8014;0;1;120;1;37;37;9;9;117;1;0;0;;0;0;33;;0;6;7;6;12.83333333;0;0;6;8;6;12.85714286;0;12.4;0.5;1.79;Graduate
344;1;39;1;9003;1;3;130;1;3;3;1;2;150;0;0;0;;0;0;35;;0;6;10;6;14;0;0;6;11;6;13.1;0;16.2;0.3;-0.92;Graduate
345;1;42;1;9147;1;1;130;1;37;38;9;1;130;1;0;0;;0;0;26;;3;5;5;4;13;0;1;5;7;2;12;0;9.4;-0.8;-3.12;Enrolled
346;1;1;1;9773;1;1;140;1;19;19;7;5;135.1;1;0;0;;0;0;18;;0;6;7;6;13.5;0;0;6;8;6;12.5;0;9.4;-0.8;-3.12;Graduate
347;1;43;1;9238;1;1;110;1;37;37;9;9;110;0;0;0;;0;0;36;;10;16;24;13;10.69230769;1;9;13;19;9;12.30769231;0;15.5;2.8;-4.06;Enrolled
348;4;39;1;9991;0;1;133.1;1;37;37;6;6;136.2;0;0;0;;0;0;39;;0;5;6;5;11;0;0;5;9;5;11.66666667;0;10.8;1.4;1.74;Graduate
349;2;39;1;9238;1;1;120;1;37;37;9;9;116;0;0;0;;0;0;44;;0;6;8;6;13;0;0;6;6;6;13.83333333;0;12.7;3.7;-1.7;Graduate
350;1;1;2;8014;0;1;96;1;3;1;3;9;100;0;0;0;;0;0;20;;0;6;10;5;12;0;0;6;9;4;11.25;0;9.4;-0.8;-3.12;Enrolled
351;1;1;1;9254;1;1;117;1;19;19;9;9;116.3;1;0;0;;0;0;24;;0;6;9;4;12.6;0;0;6;6;4;11.5;0;12.7;3.7;-1.7;Dropout
352;1;43;1;9773;1;1;123;1;19;19;9;8;134;0;0;0;;0;1;20;;0;6;6;6;13.66666667;0;0;6;6;6;13.33333333;0;12.4;0.5;1.79;Graduate
354;2;1;1;9500;1;1;151;1;37;38;9;7;134.5;0;0;1;;0;1;18;;0;7;7;6;14.2;0;0;7;7;6;14.2;0;7.6;2.6;0.32;Graduate
356;1;17;1;9085;1;1;133;1;19;1;4;5;127.1;1;0;0;;0;0;18;;0;6;7;6;15;0;0;6;7;6;16.42857143;0;11.1;0.6;2.02;Graduate
357;1;39;1;9500;1;19;133.1;1;38;37;9;9;133;0;0;0;;0;0;24;;0;7;9;6;12.58571429;0;0;8;9;7;13.44285714;0;13.9;-0.3;0.79;Graduate
358;1;39;1;9991;0;1;133.1;1;37;37;90;8;128.2;0;0;0;;0;0;33;;0;5;0;0;0;0;0;5;0;0;0;0;12.7;3.7;-1.7;Dropout
359;1;39;1;9003;1;1;133.1;1;37;37;3;8;130;0;0;1;;0;1;30;;0;6;6;0;0;0;0;6;6;0;0;0;11.1;0.6;2.02;Enrolled
360;1;39;1;9085;1;43;160;1;3;39;2;3;172;0;0;0;;0;0;26;;0;6;0;0;0;0;0;6;0;0;0;0;8.9;1.4;3.51;Dropout
361;1;17;4;9853;1;1;140;1;19;38;4;1;128.5;1;0;0;;0;0;18;;0;6;7;6;11.66666667;0;0;6;10;6;11.83333333;0;10.8;1.4;1.74;Graduate
362;1;1;1;9773;1;1;146;1;37;38;9;7;128.5;0;0;1;;0;0;19;;0;6;13;3;12.66666667;0;0;6;12;2;10;0;10.8;1.4;1.74;Dropout
363;1;17;4;9147;1;1;112;1;19;38;9;10;112;1;0;0;;0;0;20;;0;5;10;3;10.33333333;0;0;5;9;4;11;2;16.2;0.3;-0.92;Enrolled
364;1;53;1;9085;1;42;140;1;19;37;9;8;142.5;1;0;0;;0;1;22;;7;11;18;8;13.5;0;4;9;16;7;13.71428571;0;8.9;1.4;3.51;Graduate
365;1;1;4;9500;1;1;136;1;1;1;9;1;133;1;0;0;;0;0;19;;0;7;8;5;13.98;0;0;7;8;5;13.98;0;7.6;2.6;0.32;Enrolled
366;1;1;1;9085;1;1;133.1;1;37;38;7;5;106;1;0;0;;0;1;21;;0;6;13;6;16.15384615;0;0;6;10;6;15.75;0;15.5;2.8;-4.06;Graduate
367;1;1;4;9500;1;1;136;1;19;38;4;8;125.5;1;0;0;;0;1;21;;0;7;7;6;14.03333333;0;0;7;7;6;14.03333333;0;7.6;2.6;0.32;Graduate
368;1;17;1;9085;1;1;134;1;19;37;2;7;131.2;0;0;0;;0;0;19;;0;5;8;1;11;0;0;5;6;5;11.2;0;7.6;2.6;0.32;Enrolled
369;1;1;1;9853;1;1;122;1;38;37;191;195;112.9;1;0;0;;0;1;19;;0;7;8;7;13.85714286;0;0;7;8;6;13.66666667;0;8.9;1.4;3.51;Graduate
370;1;1;6;9500;1;1;138;1;19;19;9;5;124.8;1;0;0;;0;0;18;;0;8;8;7;13.41428571;0;0;8;8;7;13.41428571;0;12.7;3.7;-1.7;Dropout
371;2;43;1;8014;0;1;160;1;37;39;9;4;140.9;0;0;0;;0;0;50;;7;11;11;11;13.54545455;0;3;7;7;7;13.57142857;0;16.2;0.3;-0.92;Graduate
372;4;39;1;9991;0;1;130;1;38;19;9;7;148;0;0;0;;0;1;31;;0;5;11;4;11.25;0;0;5;10;4;10.83333333;0;13.9;-0.3;0.79;Enrolled
373;1;17;1;9773;1;1;161;1;1;19;4;7;148.4;0;0;0;;0;1;19;;0;6;6;6;13.83333333;0;0;6;7;6;14.42857143;0;15.5;2.8;-4.06;Graduate
