ID;Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Previous qualification (grade);Nationality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International
1495;1;39;1;9500;1;19;133.1;1;1;3;2;2;100;0;0;1;1;1;0;24;0
1902;1;42;1;9085;1;1;133.1;1;1;9;4;4;128.2;0;0;0;1;0;0;24;0
1939;1;39;1;9085;1;1;150;1;19;19;4;10;100;0;0;0;1;0;0;24;0
1960;1;53;1;9085;1;42;130;1;19;1;9;9;130;1;0;1;0;0;0;24;0
1999;1;39;1;8014;0;1;134;1;37;38;4;7;110;1;0;0;1;0;0;24;0
2001;1;39;1;9254;1;1;133.1;1;1;1;9;6;105;1;0;1;0;0;0;24;0
2005;1;7;1;9853;1;3;140;1;34;34;0;0;140;1;0;0;0;0;0;24;0
2017;1;39;1;9254;1;1;160;1;3;1;6;6;116.3;1;0;0;1;0;0;24;0
2057;1;53;1;9003;1;42;130;1;1;19;9;7;133.8;0;0;1;1;0;1;24;0
2174;1;1;1;9085;1;1;150;1;12;2;4;2;144.6;0;0;1;0;0;0;24;0
2578;1;1;4;9254;1;1;110;1;37;37;9;7;113.2;1;0;0;1;0;0;24;0
2588;1;1;4;9147;1;1;133.1;1;1;19;4;6;106;1;0;0;1;0;0;24;0
2626;1;39;1;9991;0;1;110;1;37;37;9;9;134.3;0;0;0;1;1;0;24;0
2706;1;39;2;9147;1;1;143;1;19;5;4;1;100;1;0;0;1;1;0;24;0
2725;1;39;1;9500;1;1;100;1;37;37;7;7;160;1;0;0;1;0;1;24;0
2742;1;17;1;8014;0;1;141;1;34;34;0;0;136.1;0;0;0;1;0;0;24;0
2768;6;17;3;8014;0;1;115;1;19;1;5;90;115;0;0;0;0;0;0;24;0
2789;1;39;1;9670;1;1;148;1;19;19;7;7;130.9;0;0;1;0;1;0;24;0
2835;1;39;1;9085;1;1;133.1;1;19;19;7;7;130;1;0;0;1;0;0;24;0
2971;1;43;2;9238;1;1;133.1;1;19;19;4;5;120.6;1;0;0;1;0;0;24;0
3001;1;39;1;9500;1;1;148;1;3;19;2;5;130;0;0;0;1;0;0;24;0
3024;1;1;2;171;1;1;152;1;38;19;9;9;151.7;1;0;0;1;0;1;24;0
3064;1;39;1;9773;1;19;133.1;1;19;19;171;163;104;0;0;1;0;0;1;24;0
3100;1;17;1;8014;0;1;127;1;19;37;4;7;115.8;0;0;0;1;0;0;24;0
3168;1;39;1;9991;0;1;150;1;19;38;9;8;140.9;0;1;0;1;0;0;24;0
3182;1;39;1;9130;1;19;133.1;1;19;3;9;2;140;1;0;1;1;1;0;24;0
3195;1;51;1;9991;0;1;120;1;38;3;5;3;128.2;0;0;1;1;1;0;24;0
3222;1;39;1;9556;1;1;140;1;37;38;9;9;106;1;0;1;0;0;1;24;0
3227;1;1;1;9085;1;1;130;1;19;38;9;9;126.9;0;0;1;1;0;0;24;0
3231;1;39;1;9500;1;1;130;1;38;1;9;4;140;1;0;0;1;0;0;24;0
3340;1;17;1;9670;1;1;140;1;1;1;4;3;133.4;0;0;0;1;1;0;24;0
3427;1;18;1;9147;1;1;100;1;38;38;5;5;101.8;1;0;0;1;0;0;24;0
3439;1;39;2;9556;1;19;133.1;1;37;37;3;7;117.8;0;0;0;1;0;0;24;0
3451;1;39;1;9991;0;1;130;1;37;37;9;9;151.6;0;0;0;1;0;0;24;0
3474;2;1;1;9147;1;1;133.1;1;34;34;0;0;131.8;0;0;0;1;0;0;24;0
3489;1;39;1;9130;1;1;150;1;1;1;4;10;110;0;0;1;1;1;0;24;0
3522;1;17;1;171;1;1;125;1;37;37;7;9;134.1;1;0;0;1;1;0;24;0
3532;1;42;1;9003;1;39;120;1;3;1;2;6;128.2;1;0;0;1;1;0;24;0
3564;1;44;1;9119;1;39;160;1;3;38;2;3;160;0;0;1;0;1;0;24;0
3578;1;42;1;9500;1;1;100;1;19;19;9;9;100;0;0;1;1;1;0;24;0
3582;2;1;1;9556;1;1;144;1;19;19;193;144;139.8;0;0;1;1;1;0;24;0
3615;1;15;1;9119;1;1;133.1;41;2;2;2;2;100;0;0;1;1;1;0;24;1
3686;1;43;1;9003;1;1;120;1;1;1;4;10;134.4;0;0;0;1;1;0;24;0
3737;1;39;1;9119;1;1;130;1;19;37;9;9;134;0;0;0;1;1;1;24;0
3741;1;51;1;9670;1;1;133.1;1;3;1;3;10;116.2;0;0;0;1;1;0;24;0
3793;1;18;1;9119;1;1;122;1;19;1;90;3;116.1;1;0;1;0;1;0;24;0
3820;1;39;1;9254;1;1;100;1;3;19;3;5;115;0;0;0;0;1;0;24;0
3824;1;44;1;9130;1;39;130;1;38;19;9;9;150;0;0;0;1;1;0;24;0
3917;1;17;1;8014;0;1;120;1;38;37;6;6;113;0;0;0;1;0;1;24;0
3930;1;39;1;9003;1;1;140;1;19;19;9;6;135.4;1;0;0;1;0;0;24;0
3944;5;39;1;9147;1;1;180;1;1;1;4;8;140.5;0;0;1;0;0;0;24;0
4064;1;39;1;9991;0;1;150;1;1;37;9;7;130.2;0;0;0;1;0;1;24;0
4113;4;39;1;9500;1;1;140;1;38;37;7;7;101.5;1;0;0;1;0;0;24;0
4114;4;39;2;9556;1;1;133.1;1;38;37;7;7;101.5;1;0;0;1;0;0;24;0
4126;1;43;1;9500;1;1;121;1;38;19;5;5;115.4;1;0;0;1;0;1;24;0
4144;1;39;1;9556;1;1;130;1;19;38;9;8;113.3;0;0;0;1;0;0;24;0
4191;1;43;1;9991;0;39;160;1;37;37;9;9;160;0;0;0;1;0;0;24;0
4257;1;39;1;9500;1;1;100;1;1;19;4;8;122;0;0;0;1;0;0;24;0
4265;1;44;1;9003;1;39;150;1;37;19;9;9;150;0;0;0;1;1;1;24;0
4285;1;39;2;9556;1;1;130;1;37;19;9;8;110;0;0;0;1;1;1;24;0
4299;1;39;1;9991;0;39;150;1;19;19;9;9;150.3;0;0;0;1;1;0;24;0
4338;1;1;1;9085;1;1;125;1;1;19;4;9;114.5;1;0;0;1;0;0;24;0
4343;1;39;1;9670;1;1;120;1;34;34;0;0;104;1;0;0;1;0;0;24;0
4373;1;39;1;9003;1;1;130;1;12;12;9;9;126.1;0;0;0;1;1;0;24;0
4391;1;39;1;9085;1;1;150;1;38;38;9;9;132;1;0;0;1;0;0;24;0
4402;1;7;1;9085;1;3;150;1;19;37;90;90;140;0;0;0;1;1;0;24;0
68;1;44;1;9003;1;39;130;1;19;37;9;9;130;1;0;0;1;1;0;23;0
89;1;1;6;9147;1;1;143;1;38;37;9;9;128.7;1;0;0;1;1;0;23;0
192;1;1;1;8014;0;1;120;1;1;37;7;3;122.8;0;0;0;1;0;0;23;0
518;1;17;2;9853;1;1;138;1;1;1;9;4;123;1;0;0;1;0;0;23;0
520;1;17;2;9853;1;1;118;1;37;37;9;9;112.1;1;0;0;1;0;0;23;0
559;1;44;1;9254;1;39;130;1;39;39;194;193;130;1;0;1;1;1;0;23;0
560;1;42;1;9500;1;1;111;1;1;3;9;10;128.2;1;0;0;1;1;0;23;0
601;1;7;1;9130;1;3;140;1;19;38;9;9;140;1;0;0;1;0;0;23;0
625;1;17;4;9070;1;1;116;1;38;37;9;9;109;0;0;0;1;0;1;23;0
627;1;44;1;8014;0;39;130;1;37;38;6;6;130;1;0;0;1;0;0;23;0
652;1;53;1;9085;1;42;140;1;1;1;5;5;143.3;1;0;0;0;0;0;23;0
676;1;17;1;9853;1;1;147;1;37;37;9;9;142.8;1;0;0;1;0;0;23;0
682;1;44;1;9238;1;39;140;41;1;1;4;6;137.5;0;0;1;1;0;1;23;1
722;1;1;1;9254;1;1;115;1;19;1;3;7;113.6;0;0;0;1;1;0;23;0
758;1;43;1;9991;0;1;130;1;37;2;9;4;126.5;1;0;0;0;1;0;23;0
808;1;1;1;9130;1;1;143;1;3;3;2;10;141.3;0;0;1;0;0;0;23;0
838;1;51;1;9556;1;1;131;1;1;37;152;193;126.6;1;0;0;1;1;0;23;0
846;1;1;1;171;1;1;115;1;37;37;9;8;129;1;0;1;0;0;1;23;0
853;1;1;1;9238;1;1;164;1;19;19;9;9;149;1;0;0;1;0;1;23;0
859;1;5;4;9119;1;1;115;1;19;37;4;6;113.3;1;0;0;1;1;0;23;0
880;1;44;1;9070;1;39;120;1;19;1;9;3;120;1;0;0;1;1;0;23;0
978;2;1;1;9085;1;1;139;1;19;19;192;144;127.1;0;0;0;1;1;1;23;0
1061;1;53;1;9238;1;42;130;1;1;19;5;5;128.3;0;0;1;0;0;0;23;0
1066;1;7;1;8014;0;40;130;1;19;1;5;10;130;1;0;1;0;0;0;23;0
1168;1;43;2;9773;1;1;132;1;19;19;0;0;127.1;0;0;0;1;1;0;23;0
1197;1;7;1;9070;1;3;140;1;37;2;9;3;140;0;0;0;0;0;0;23;0
1200;1;7;1;9085;1;40;140;1;1;19;5;5;140;1;0;0;1;0;0;23;0
1227;1;1;1;9147;1;1;160;1;9;19;4;3;151.3;0;0;0;1;0;0;23;0
1233;1;7;1;9500;1;3;130;1;19;38;4;10;130;1;0;0;1;0;0;23;0
1269;1;53;1;9991;0;1;140;1;38;38;191;193;135;0;0;1;1;0;0;23;0
1307;1;53;1;9003;1;42;150;1;1;38;8;8;150;0;0;0;1;0;1;23;0
1333;1;1;1;9130;1;1;144;1;3;1;1;3;137.7;0;0;0;0;0;0;23;0
1349;1;53;1;9085;1;42;140;1;19;38;8;9;144.9;1;0;1;0;0;0;23;0
1370;1;53;1;9670;1;42;110;1;1;19;9;9;114.2;0;0;0;1;1;1;23;0
1375;1;7;1;9556;1;3;130;1;1;37;4;8;130;0;0;0;0;1;0;23;0
1413;1;43;1;9670;1;1;127;22;37;37;9;9;127;1;0;0;1;1;0;23;1
1464;1;51;1;9119;1;1;140;1;1;19;4;4;150;0;0;0;1;1;0;23;0
1496;1;7;1;9119;1;40;140;1;3;1;2;5;140;0;0;0;1;1;0;23;0
1989;1;1;2;9500;1;1;116;1;19;37;3;3;109;1;0;0;1;0;1;23;0
2070;1;17;6;9147;1;1;118;1;37;1;9;7;117;1;0;0;0;1;0;23;0
2164;1;17;4;9500;1;1;140;1;1;1;3;3;127.6;1;0;0;1;0;0;23;0
2509;1;17;1;171;1;1;114;1;19;38;9;7;129.1;0;0;0;1;1;1;23;0
2573;1;1;1;9238;1;1;133.1;1;1;1;4;10;110;0;0;1;1;0;0;23;0
2595;1;17;1;9147;1;1;115;1;19;19;7;7;115;1;0;0;1;0;0;23;0
2727;1;44;1;9085;1;39;150;1;19;19;9;9;150;1;0;0;1;0;0;23;0
2758;1;44;1;9085;1;39;110;1;3;5;2;2;110;0;0;0;1;1;0;23;0
2759;1;44;1;9003;1;39;120;1;38;19;3;5;120;0;0;0;1;1;0;23;0
2779;1;7;0;9003;1;3;130;1;1;37;4;9;130;1;0;0;1;0;0;23;0
2783;1;43;1;9773;1;1;119;1;19;37;5;5;105;1;0;0;1;0;0;23;0
2910;1;44;1;9003;1;1;140;1;1;19;3;9;140;1;0;1;0;0;0;23;0
2936;1;43;1;9773;1;1;133.1;22;34;34;90;90;130;0;0;1;1;0;0;23;1
2964;2;1;1;9991;0;3;160;1;1;3;4;9;137.3;0;0;0;1;0;0;23;0
3080;1;44;1;9085;1;39;160;1;12;38;4;8;160;1;0;0;1;1;0;23;0
3093;1;1;1;8014;0;1;100;1;38;19;6;10;112.8;0;0;0;1;0;1;23;0
3197;1;42;1;9003;1;1;140;1;1;3;4;2;140;1;0;0;1;1;0;23;0
3219;1;43;1;8014;0;1;148;1;37;37;9;9;134.7;0;0;0;1;0;0;23;0
3228;1;44;1;9085;1;39;150;1;19;38;194;193;150;1;0;0;1;0;0;23;0
3276;5;7;1;9147;1;40;110;1;37;37;9;9;110;0;0;0;1;0;0;23;0
3295;1;43;1;9500;1;1;133.1;1;38;19;9;10;114.5;0;0;0;1;0;0;23;0
3392;1;42;1;9500;1;1;124;1;19;19;4;9;124;0;0;0;1;0;0;23;0
3422;1;44;1;9085;1;39;130;1;37;38;9;6;130;1;0;0;1;0;0;23;0
3430;2;7;1;9147;1;3;140;1;37;37;9;9;140;0;0;0;1;0;0;23;0
3431;1;51;1;9070;1;1;132;1;19;19;153;153;120;0;0;0;1;0;1;23;0
3516;1;43;1;9773;1;1;121;1;1;1;4;5;121;1;0;0;1;1;0;23;0
3528;1;43;1;9500;1;1;120;1;2;4;4;5;136.6;0;0;0;1;1;0;23;0
3550;1;1;1;9500;1;1;127;1;2;19;3;9;121.5;0;0;0;1;1;0;23;0
3565;1;44;1;9119;1;39;130;1;19;3;3;4;130;0;0;1;0;1;0;23;0
3600;1;43;1;9147;1;1;133.1;1;4;19;2;1;128.2;0;0;0;1;0;0;23;0
3624;1;18;6;8014;0;1;134;1;3;19;2;4;120.7;1;0;0;1;0;0;23;0
3668;1;42;1;9147;1;1;130;1;34;34;99;99;109.8;1;0;0;0;1;0;23;0
3731;1;43;1;9500;1;1;132;1;1;38;7;7;129.6;0;1;0;1;1;0;23;0
3769;1;1;3;9853;1;1;122;1;3;3;2;2;112.6;1;0;0;1;0;0;23;0
3779;1;44;1;9085;1;39;160;1;1;1;4;4;160;1;0;0;1;0;0;23;0
3818;1;17;1;9003;1;1;120;1;38;37;5;9;131.4;1;0;0;1;1;1;23;0
3926;1;43;1;9147;1;1;127;25;1;5;9;10;124.2;1;0;0;1;1;0;23;1
3962;1;42;1;9500;1;1;168;1;37;1;9;4;133.4;1;0;0;1;0;0;23;0
3991;1;15;1;9853;1;1;133.1;41;43;1;153;135;128.2;0;0;0;1;0;0;23;1
4103;1;17;1;9085;1;1;133.1;1;37;37;9;9;99;1;0;0;1;0;1;23;0
4161;1;44;1;9991;0;39;120;1;37;37;7;7;120;1;0;0;1;0;1;23;0
4255;1;1;1;9670;1;1;121;1;37;37;5;9;116.5;1;0;0;1;0;0;23;0
4289;1;44;1;9003;1;39;130;1;1;3;9;2;130;1;0;1;0;1;0;23;0
4332;1;17;1;171;1;1;145;1;37;19;5;9;130;1;0;0;1;0;0;23;0
4417;1;43;2;9500;1;1;136;1;38;38;9;5;131.3;0;0;0;1;0;0;23;0
8;1;18;4;9254;1;1;119;1;37;37;9;9;113.1;1;0;0;0;1;0;22;0
42;1;1;2;9147;1;1;133;1;3;19;2;7;120.4;1;0;0;1;0;0;22;0
43;1;1;6;9500;1;1;103;1;1;3;2;2;100.6;1;1;0;1;0;0;22;0
48;1;17;6;9500;1;1;132;1;37;19;7;7;132.4;1;0;0;1;0;1;22;0
79;1;17;4;9500;1;1;150;1;38;37;9;9;130.8;0;0;0;1;1;1;22;0
86;1;42;1;9500;1;1;160;1;37;38;9;7;161;1;0;0;1;0;1;22;0
143;1;51;1;9147;1;1;99;1;3;1;3;3;99.7;1;0;1;0;0;0;22;0
532;1;17;1;9670;1;1;133;1;19;37;9;8;121.8;1;0;0;1;1;0;22;0
548;1;1;1;9670;1;1;133.1;1;38;19;5;6;138;0;0;1;1;1;0;22;0
565;1;1;6;9070;1;6;119;1;1;1;9;9;123.2;1;0;0;1;1;0;22;0
572;1;1;1;9147;1;1;130;1;38;37;9;9;124.8;1;0;0;1;1;0;22;0
658;1;51;1;8014;0;1;121;1;1;38;5;7;112.3;0;0;0;1;0;0;22;0
674;1;1;2;9070;1;1;121;1;19;19;3;3;116.1;1;0;0;1;0;0;22;0
681;1;17;2;9254;1;1;124;41;19;38;9;9;123.3;1;0;0;1;0;0;22;1
699;1;44;1;9003;1;39;140;1;1;38;9;1;140;1;0;0;1;1;0;22;0
723;1;1;1;171;1;1;156;1;19;38;9;5;170;1;0;0;1;1;0;22;0
747;1;51;1;9003;1;39;130;1;1;19;4;4;120;1;0;1;0;1;0;22;0
776;1;44;1;9085;1;39;140;1;1;1;4;7;140;1;0;1;1;0;0;22;0
801;1;53;1;9070;1;42;130;1;40;19;3;5;130;1;0;0;0;0;1;22;0
811;1;1;1;9238;1;1;115;1;1;1;9;4;109.1;1;0;1;0;0;1;22;0
839;1;44;1;9130;1;39;150;1;3;1;2;8;150;0;0;0;0;1;0;22;0
842;1;17;1;9147;1;1;116;1;3;1;3;4;115.7;0;0;0;0;1;0;22;0
852;1;5;2;9853;1;1;122;1;19;19;4;5;112.6;1;0;0;1;0;0;22;0
857;1;1;1;9238;1;1;127;1;1;19;4;3;141.7;1;0;0;1;1;0;22;0
916;1;15;1;9773;1;1;120;26;19;19;4;5;120;1;0;0;1;0;0;22;1
948;1;17;2;9773;1;1;133.1;1;3;5;0;2;125.8;1;0;0;0;1;1;22;0
998;1;44;1;9085;1;39;130;6;19;1;6;4;130;1;0;0;1;0;0;22;1
1101;1;1;1;9085;1;6;122;1;19;19;9;9;126.2;1;0;0;1;0;0;22;0
1102;1;17;1;9130;1;1;122;1;19;19;9;9;121.7;1;0;0;0;0;0;22;0
1109;1;51;1;9991;0;42;110;1;19;37;5;9;128.2;0;0;0;0;0;0;22;0
1132;1;42;1;9500;1;1;120;1;1;2;9;3;130;1;0;0;1;0;0;22;0
1146;1;1;2;8014;0;1;107;1;19;11;0;0;103.5;1;0;0;1;0;0;22;0
1175;1;18;1;9670;1;1;140;1;1;37;9;9;130.2;1;0;0;1;1;0;22;0
1207;1;43;2;9500;1;1;120;1;37;34;90;0;121.5;0;0;1;1;0;0;22;0
1218;1;44;1;8014;0;39;120;1;19;37;7;6;121.8;1;0;0;1;0;0;22;0
1231;1;1;1;9238;1;1;120;1;19;38;5;6;112.3;0;0;0;1;0;1;22;0
1290;1;1;1;9500;1;1;110;1;19;19;9;7;105.8;1;0;0;1;1;0;22;0
1293;1;44;1;9003;1;39;120;1;1;19;9;7;120;0;0;0;1;1;0;22;0
1299;1;1;1;9991;0;1;145;1;2;37;4;9;127.5;1;0;0;1;1;0;22;0
1380;1;51;1;9238;1;1;141;1;1;1;5;9;125;0;0;0;1;1;0;22;0
1386;1;1;1;9130;1;1;120;1;19;37;1;9;116.1;1;0;0;1;1;0;22;0
1387;1;43;1;9130;1;1;120;1;2;3;3;2;120;1;0;0;0;1;0;22;0
1398;1;44;1;9070;1;39;150;1;12;37;3;9;147.7;0;0;1;1;0;1;22;0
1409;1;17;1;9254;1;1;118;1;11;34;5;0;122.2;1;0;0;1;0;0;22;0
1427;1;44;1;9085;1;1;140;1;4;4;2;6;140;0;0;0;1;0;0;22;0
1481;1;53;1;9085;1;42;150;1;1;1;9;4;150;1;0;0;1;1;1;22;0
1919;1;1;2;9070;1;1;135;1;19;37;9;9;134;1;0;0;1;0;1;22;0
2010;1;1;6;9773;1;1;133.1;1;1;1;90;90;129.6;0;0;0;1;0;0;22;0
2036;1;42;1;9500;1;1;100;1;3;19;2;8;153;0;0;0;1;1;0;22;0
2037;1;17;1;9147;1;1;137;1;1;37;5;9;131.4;1;0;0;1;1;0;22;0
2110;1;44;1;9085;1;39;150;1;3;3;2;2;150;1;0;0;1;0;0;22;0
2158;1;44;1;9085;1;39;160;1;37;19;9;10;160;1;0;0;1;0;0;22;0
2517;1;17;1;9070;1;1;137;1;1;1;1;5;131.8;0;0;0;1;0;1;22;0
2592;1;1;1;9853;1;1;133.1;1;19;37;9;9;95;1;0;1;0;0;0;22;0
2602;1;17;1;9254;1;1;122;1;1;1;4;9;112.9;1;0;0;1;0;0;22;0
2607;1;10;1;9085;1;1;134;1;37;37;5;5;134;1;0;0;1;0;0;22;0
2633;1;43;1;9500;1;1;130;1;1;1;7;4;136;1;0;0;1;1;0;22;0
2640;1;1;2;171;1;1;135;1;19;19;4;7;149;1;0;0;1;1;0;22;0
2646;1;1;1;171;1;1;133.1;1;1;37;7;7;118;0;0;0;1;1;0;22;0
2659;1;1;1;171;1;1;133.1;1;38;37;5;5;136;1;0;0;1;1;0;22;0
2684;1;17;1;9085;1;1;133.1;1;1;19;5;9;130;0;0;0;1;1;0;22;0
2711;1;17;1;9254;1;1;116;1;38;37;9;6;109.7;1;0;0;1;0;0;22;0
2735;1;1;4;9773;1;1;136;1;1;12;9;10;121.7;1;0;0;1;0;1;22;0
2807;1;18;2;9773;1;1;132;24;37;19;9;7;119.1;1;0;0;1;0;1;22;1
2834;1;1;2;9670;1;1;117;1;37;37;9;9;111.8;0;0;0;1;0;0;22;0
2865;1;17;2;9773;1;1;115;1;1;1;5;5;119.6;1;0;0;1;0;1;22;0
2871;1;1;1;171;1;3;116;1;3;3;2;2;128.2;0;0;0;1;0;0;22;0
2882;1;43;1;9238;1;1;122;1;19;19;5;5;114.3;1;0;0;1;0;0;22;0
2980;1;1;1;9085;1;1;135;1;3;2;1;1;133.6;1;0;0;0;0;0;22;0
3087;1;43;1;9991;0;1;130;1;37;37;9;9;119.5;1;0;0;1;0;0;22;0
3094;1;43;1;9500;1;1;148;1;29;38;90;3;131;1;0;0;1;0;1;22;0
3129;1;1;6;9147;1;1;115;1;1;37;4;9;117.1;1;0;1;1;0;0;22;0
3158;1;1;1;9147;1;1;127;1;19;19;5;5;129.8;1;0;0;1;0;0;22;0
3238;1;1;1;9670;1;1;113;1;37;19;9;9;110.2;1;0;0;1;0;0;22;0
3279;1;43;3;9147;1;1;127;21;3;37;3;3;117.9;1;0;0;1;0;0;22;1
3323;1;17;4;9147;1;1;135;1;19;1;0;4;128.7;1;0;0;1;1;0;22;0
3358;1;43;1;9003;1;1;120;1;3;3;1;2;115;0;0;0;1;1;0;22;0
3375;1;1;1;9238;1;1;108;1;19;38;9;7;110.5;1;0;0;1;0;1;22;0
3455;1;17;1;9147;1;1;117;1;37;37;9;9;109.3;0;0;0;0;0;0;22;0
3482;1;17;1;171;1;1;142;1;37;37;9;9;132.9;0;0;0;1;1;0;22;0
3510;1;44;1;9070;1;39;130;1;1;1;9;9;131.8;0;0;0;1;1;1;22;0
3519;2;42;1;9254;1;1;136;1;2;2;134;112;130;1;0;0;1;1;0;22;0
3553;1;43;1;9147;1;1;120;1;37;37;5;3;113.4;0;0;0;1;1;0;22;0
3597;1;44;1;9003;1;39;150;1;19;1;1;1;150;0;0;0;1;1;0;22;0
3608;1;43;1;171;1;1;144;1;19;19;9;4;121.6;0;0;0;1;1;0;22;0
3677;1;43;5;9238;1;1;101;24;37;19;9;7;119.9;1;0;1;0;0;0;22;1
3679;1;17;1;9670;1;1;133.1;1;1;19;141;114;140;1;0;0;1;0;0;22;0
3707;1;1;1;9147;1;1;139;1;38;1;5;5;127.1;1;0;0;1;1;1;222;0
3708;1;17;3;171;1;1;125;1;37;37;5;10;120.5;1;0;0;1;1;0;22;0
3726;1;44;1;9003;1;39;130;1;1;1;3;10;130;0;0;0;1;1;0;22;0
3735;1;43;1;9147;1;1;129;1;19;1;9;5;112;0;0;0;1;1;0;22;0
3766;1;1;1;9500;1;1;141;1;37;38;6;6;125.6;1;0;0;1;0;1;22;0
3798;1;43;2;9670;1;1;135;1;3;19;1;7;123.5;1;0;0;1;1;0;22;0
3819;1;17;1;9238;1;1;160;1;19;37;6;6;144.3;0;0;0;1;1;0;22;0
3821;1;44;1;9003;1;39;140;1;4;4;4;2;120;1;0;0;1;1;0;22;0
3837;1;43;1;9773;1;1;121;1;1;3;9;3;123.8;0;0;0;0;1;0;22;0
3840;1;1;2;171;1;1;129;1;37;37;9;9;122;1;0;0;0;1;0;22;0
3873;1;43;2;9500;1;6;119.1;1;1;19;4;10;119.1;0;0;0;1;1;0;22;0
3881;1;17;5;9773;1;1;111;1;19;12;7;3;115.9;1;0;0;1;0;0;222;0
3897;1;17;5;9070;1;1;125;1;19;1;5;5;122.6;1;0;0;1;1;0;22;0
3901;1;1;3;9500;1;1;142;1;37;38;9;9;137.3;1;0;0;1;0;1;22;0
3908;1;1;1;9238;1;1;157;1;3;38;1;5;136.7;1;0;0;1;0;0;22;0
3938;1;1;3;9254;1;1;121;1;19;19;9;9;125.9;1;0;0;1;0;0;22;0
3955;1;1;1;9773;1;1;125;1;3;2;2;1;119.1;1;0;0;1;0;0;22;0
3969;1;44;1;9085;1;39;150;1;3;19;2;4;150;1;0;0;1;0;0;22;0
4002;1;42;1;9119;1;1;140;1;3;3;3;2;133.6;1;0;0;1;1;0;22;0
4007;1;44;1;9003;1;39;160;1;37;37;9;9;160;0;0;0;1;1;1;22;0
4021;1;1;1;9670;1;1;133.1;1;3;1;1;7;155;0;0;0;1;0;0;22;0
4050;1;53;1;9556;1;42;140;1;1;19;4;5;140;0;0;0;1;0;1;222;0
4058;1;42;1;9003;1;39;140;1;19;1;5;5;140;0;0;0;1;0;0;22;0
4062;1;43;1;9130;1;1;140;1;2;1;2;3;140;1;0;0;1;0;0;22;0
4065;1;17;1;171;1;1;146;1;1;38;9;9;135.5;1;0;1;1;0;0;22;0
4122;1;7;1;9085;1;40;130;1;1;1;4;4;130;1;0;0;1;0;0;22;0
4145;1;43;1;9556;1;1;128;1;38;38;7;8;123.5;1;0;0;1;0;0;22;0
4193;1;17;2;9853;1;1;150;1;37;37;5;6;132.5;1;0;0;1;0;0;22;0
4195;1;1;5;9147;1;1;122;1;38;38;9;9;117.5;1;0;1;0;0;0;22;0
4199;1;5;1;9853;1;1;119;1;1;38;5;8;118.3;1;0;0;1;0;0;22;0
4211;1;1;1;9254;1;1;129;1;19;1;3;7;121;0;0;0;1;0;1;22;0
4221;1;1;1;9670;1;1;133.1;1;34;38;0;4;147;0;0;0;1;0;0;22;0
4236;1;1;3;9238;1;1;133.1;1;1;1;9;9;100;1;0;0;1;1;0;22;0
4241;1;51;1;9085;1;1;125;1;1;1;9;4;120;0;0;0;1;0;0;22;0
4286;1;1;5;9147;1;1;134;1;3;2;2;2;134.7;0;0;0;1;1;0;22;0
4311;1;44;1;9085;1;39;150;1;38;37;9;4;150;1;0;0;1;1;1;22;0
4400;1;1;1;9254;1;1;152;1;37;19;9;9;137;1;0;0;1;0;1;22;0
4424;1;10;1;9773;1;1;152;22;38;37;5;9;152;1;0;0;1;0;0;22;1
9;1;1;3;9238;1;1;137;62;1;1;9;9;129.3;0;0;0;1;0;1;21;1
14;1;53;1;9254;1;42;110;1;1;1;4;7;111.8;1;0;0;1;0;1;21;0
21;1;1;3;171;1;1;122;1;1;1;9;8;120.3;0;0;0;1;0;1;21;0
27;1;17;2;9238;1;1;115;1;19;38;7;8;116.4;1;0;0;1;0;0;21;0
31;1;44;1;9003;1;39;150;1;4;5;4;2;150;0;0;0;1;1;0;21;0
49;1;44;1;8014;0;39;130;1;1;19;9;9;133.4;0;0;0;1;0;1;21;0
62;1;44;1;9238;1;39;130;1;19;1;9;9;131.9;0;0;0;1;0;1;21;0
77;1;18;4;9254;1;1;106;1;19;37;7;7;106;1;0;0;1;1;1;21;0
92;1;17;2;9773;1;1;133.1;41;19;1;9;9;105;1;0;0;0;0;0;21;1
101;1;53;1;9085;1;42;130;1;38;38;9;9;128.8;0;0;0;1;0;0;21;0
121;1;17;1;9254;1;1;133.1;1;1;1;4;5;131;1;0;0;1;0;0;21;0
155;1;43;1;9853;1;1;115;1;3;37;2;5;108.7;1;0;0;1;0;0;21;0
164;1;17;5;9853;1;1;132;1;12;12;4;4;123.3;1;0;0;1;0;0;21;0
170;1;43;1;9238;1;1;125;1;19;19;4;8;117;1;0;0;1;0;0;21;0
187;1;43;1;9238;1;1;143;1;1;37;5;9;126.6;0;0;1;0;0;0;21;0
191;1;1;1;9254;1;1;125;1;19;38;9;8;121.5;0;0;0;1;0;1;21;0
194;1;51;1;9853;1;1;139;1;1;1;4;10;134;0;0;0;1;0;0;21;0
510;1;1;2;9147;1;1;125;1;1;19;4;6;115.2;0;1;0;1;0;0;21;0
538;1;17;1;9254;1;1;127;1;3;19;4;4;116.9;0;0;0;1;1;0;21;0
539;1;44;1;9003;1;39;140;1;19;38;3;9;140;1;0;0;1;1;0;21;0
