ID;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
3579;0;6;0;0;0;0;0;6;0;0;0;0;10.8;1.4;1.74;Dropout
3583;0;5;0;0;0;0;0;5;0;0;0;0;10.8;1.4;1.74;Dropout
3586;0;7;13;2;15;0;0;7;12;2;11.5;0;12.4;0.5;1.79;Dropout
3587;0;0;0;0;0;0;0;0;0;0;0;0;9.4;-0.8;-3.12;Dropout
3590;0;5;0;0;0;0;0;5;0;0;0;0;8.9;1.4;3.51;Dropout
3593;7;12;12;9;12.33333333;0;6;11;11;6;13.16666667;0;9.4;-0.8;-3.12;Dropout
3594;0;6;6;6;13;0;0;6;7;5;11.8;0;12.7;3.7;-1.7;Dropout
3596;0;6;15;3;13.25;0;0;6;9;1;12;0;13.9;-0.3;0.79;Dropout
3600;7;11;18;11;15.09090909;1;2;6;7;6;14.5;0;9.4;-0.8;-3.12;Dropout
3601;0;0;0;0;0;0;0;0;0;0;0;0;9.4;-0.8;-3.12;Dropout
3607;2;7;7;5;11.8;0;5;9;9;5;11;0;12.4;0.5;1.79;Dropout
3609;0;5;7;5;15.8;0;0;5;7;5;14.57142857;0;11.1;0.6;2.02;Dropout
3613;2;6;10;4;12.5;0;1;6;16;2;12;0;12.4;0.5;1.79;Dropout
3614;0;5;7;3;12;0;0;6;10;2;10.5;0;11.1;0.6;2.02;Dropout
3616;0;6;6;3;12.66666667;0;0;6;11;4;11.14285714;0;10.8;1.4;1.74;Dropout
3618;0;6;7;5;13.6;0;0;6;7;5;11.8;0;8.9;1.4;3.51;Dropout
3621;0;6;13;4;12.25;0;0;6;15;5;11;0;11.1;0.6;2.02;Dropout
3624;0;6;8;4;11;0;0;6;6;0;0;0;13.9;-0.3;0.79;Dropout
3627;4;7;15;7;11.57142857;0;2;6;14;2;11;0;7.6;2.6;0.32;Dropout
3629;0;0;0;0;0;0;0;0;0;0;0;0;16.2;0.3;-0.92;Dropout
3632;0;6;7;6;12.16666667;0;0;6;10;2;10.33333333;0;16.2;0.3;-0.92;Dropout
3642;0;6;0;0;0;0;0;6;0;0;0;0;11.1;0.6;2.02;Dropout
3648;0;6;0;0;0;0;0;6;0;0;0;0;16.2;0.3;-0.92;Dropout
3650;0;7;14;6;11.66666667;0;0;7;10;1;10;0;12.4;0.5;1.79;Dropout
3661;0;6;7;0;0;0;0;5;5;0;0;0;13.9;-0.3;0.79;Dropout
3665;0;7;8;6;13.73166667;0;0;8;10;7;13.77142857;0;12.4;0.5;1.79;Dropout
3667;8;10;14;8;14.625;0;5;7;7;5;13.4;0;9.4;-0.8;-3.12;Dropout
3668;0;3;3;0;0;0;0;2;2;0;0;0;7.6;2.6;0.32;Dropout
3678;0;6;11;1;13;0;0;5;10;0;0;0;7.6;2.6;0.32;Dropout
3681;0;0;0;0;0;0;0;0;0;0;0;0;7.6;2.6;0.32;Dropout
3683;0;5;5;0;0;0;0;5;5;0;0;0;12.7;3.7;-1.7;Dropout
3685;0;5;8;2;11;0;0;5;6;4;11.5;0;15.5;2.8;-4.06;Dropout
3686;0;6;7;6;15.71428571;0;0;6;10;6;15.9;0;15.5;2.8;-4.06;Dropout
3687;11;15;15;11;10.81818182;0;12;14;15;11;11.63636364;1;7.6;2.6;0.32;Dropout
3688;0;5;16;1;12;0;0;5;6;0;0;0;13.9;-0.3;0.79;Dropout
3692;0;5;11;1;10;0;0;5;14;1;11;0;8.9;1.4;3.51;Dropout
3693;0;6;7;1;14;0;0;6;6;0;0;0;16.2;0.3;-0.92;Dropout
3694;0;5;9;5;12.6;0;0;5;8;2;12.5;0;8.9;1.4;3.51;Dropout
3695;0;0;0;0;0;0;0;0;0;0;0;0;12.7;3.7;-1.7;Dropout
3696;0;5;11;2;11.33333333;0;0;5;9;1;12;0;11.1;0.6;2.02;Dropout
3700;0;5;5;0;0;0;0;5;5;0;0;0;7.6;2.6;0.32;Dropout
3703;0;5;0;0;0;0;0;5;0;0;0;0;8.9;1.4;3.51;Dropout
3704;0;5;11;0;0;0;0;5;5;0;0;0;12.7;3.7;-1.7;Dropout
3706;0;5;7;5;13.4;0;0;5;7;4;13.25;0;8.9;1.4;3.51;Dropout
3709;0;6;6;6;12.66666667;0;0;6;8;5;11.8;0;11.1;0.6;2.02;Dropout
3710;0;5;7;3;12.33333333;0;0;5;5;4;11.25;0;7.6;2.6;0.32;Dropout
3712;0;0;0;0;0;0;0;0;0;0;0;0;15.5;2.8;-4.06;Dropout
3713;0;5;13;3;10.75;0;0;5;9;3;10.33333333;0;15.5;2.8;-4.06;Dropout
3714;0;7;7;0;0;0;0;7;8;0;0;0;13.9;-0.3;0.79;Dropout
3715;0;6;13;0;0;0;0;6;6;0;0;0;15.5;2.8;-4.06;Dropout
3717;1;5;8;2;11.5;0;1;5;13;2;11.5;0;12.7;3.7;-1.7;Dropout
3719;0;5;11;2;10.5;0;0;5;13;0;0;0;12.7;3.7;-1.7;Dropout
3720;0;6;6;6;13.5;0;0;6;0;0;0;0;12.7;3.7;-1.7;Dropout
3722;0;6;6;1;10;0;0;6;6;0;0;0;15.5;2.8;-4.06;Dropout
3723;0;6;17;0;0;2;0;6;8;0;0;0;15.5;2.8;-4.06;Dropout
3724;0;5;10;1;12;0;0;5;7;3;10.66666667;2;7.6;2.6;0.32;Dropout
3725;0;5;6;4;12.25;0;0;5;5;5;12.2;0;9.4;-0.8;-3.12;Dropout
3726;4;10;21;5;11.4;1;2;7;13;6;11.66666667;0;15.5;2.8;-4.06;Dropout
3727;0;5;5;0;0;0;0;5;5;0;0;0;12.7;3.7;-1.7;Dropout
3732;4;12;13;5;13.2;0;4;12;12;4;13.5;0;8.9;1.4;3.51;Dropout
3734;0;6;7;6;12.33333333;0;0;6;10;4;12.75;0;8.9;1.4;3.51;Dropout
3735;5;9;9;5;11.2;0;5;9;14;7;11.25;2;12.7;3.7;-1.7;Dropout
3740;0;5;10;0;0;0;0;5;10;2;11.5;4;7.6;2.6;0.32;Dropout
3741;0;6;11;5;12.85714286;0;0;6;12;5;13.66666667;0;11.1;0.6;2.02;Dropout
3745;0;6;12;0;0;0;0;6;12;0;0;0;7.6;2.6;0.32;Dropout
3749;0;7;0;0;0;0;0;8;0;0;0;0;13.9;-0.3;0.79;Dropout
3755;0;5;11;1;12;1;0;5;12;0;0;4;10.8;1.4;1.74;Dropout
3756;0;7;8;7;13.6875;0;0;8;9;8;15.62222222;0;13.9;-0.3;0.79;Dropout
3760;0;5;0;0;0;0;0;5;0;0;0;0;11.1;0.6;2.02;Dropout
3762;0;6;8;0;0;0;0;5;6;0;0;0;16.2;0.3;-0.92;Dropout
3768;0;6;6;3;11.33333333;0;0;6;6;0;0;0;12.4;0.5;1.79;Dropout
3770;0;6;6;6;13.16666667;0;0;6;7;5;13.2;0;12.4;0.5;1.79;Dropout
3771;0;6;0;0;0;0;0;6;0;0;0;0;12.7;3.7;-1.7;Dropout
3774;0;6;7;0;0;0;0;6;6;0;0;0;13.9;-0.3;0.79;Dropout
3776;4;5;11;4;12.5;2;1;5;11;2;12.5;0;12.7;3.7;-1.7;Dropout
3785;6;10;15;4;13;0;5;9;10;4;13.75;0;8.9;1.4;3.51;Dropout
3787;0;0;0;0;0;0;0;0;0;0;0;0;11.1;0.6;2.02;Dropout
3788;0;6;9;5;11;0;0;6;12;0;0;0;11.1;0.6;2.02;Dropout
3790;3;9;9;3;13.33333333;0;2;6;6;2;12.5;0;8.9;1.4;3.51;Dropout
3792;2;6;9;4;11;0;1;6;13;3;10.66666667;0;12.4;0.5;1.79;Dropout
3793;0;5;8;0;0;0;0;5;5;0;0;0;9.4;-0.8;-3.12;Dropout
3794;0;6;6;0;0;0;0;6;0;0;0;0;8.9;1.4;3.51;Dropout
3795;0;5;9;1;12;0;0;5;10;2;12;3;7.6;2.6;0.32;Dropout
3798;0;6;12;0;0;0;0;6;6;0;0;0;16.2;0.3;-0.92;Dropout
3800;0;6;7;0;0;0;0;6;6;0;0;0;13.9;-0.3;0.79;Dropout
3801;0;6;12;0;0;0;0;6;12;0;0;0;7.6;2.6;0.32;Dropout
3805;0;5;10;4;10.75;1;0;5;13;2;10;0;9.4;-0.8;-3.12;Dropout
3806;4;10;14;4;10.75;0;2;10;10;2;10;0;7.6;2.6;0.32;Dropout
3809;15;18;18;17;13.17647059;0;13;18;18;16;13;0;7.6;2.6;0.32;Dropout
3810;0;6;8;4;12.75;0;0;6;12;5;12.6;0;7.6;2.6;0.32;Dropout
3812;2;8;12;4;12;2;2;7;9;4;12;2;8.9;1.4;3.51;Dropout
3817;0;6;9;4;11.5;0;0;6;12;3;11;0;8.9;1.4;3.51;Dropout
3819;0;6;0;0;0;0;0;6;0;0;0;0;13.9;-0.3;0.79;Dropout
3820;0;6;0;0;0;0;0;6;0;0;0;0;11.1;0.6;2.02;Dropout
3822;0;6;9;0;0;0;0;6;6;0;0;0;13.9;-0.3;0.79;Dropout
3824;2;6;8;4;11.75;0;1;6;8;2;13.5;0;11.1;0.6;2.02;Dropout
3826;0;0;0;0;0;0;0;0;0;0;0;0;11.1;0.6;2.02;Dropout
3827;0;6;11;3;11.33333333;0;0;6;10;3;14.75;0;16.2;0.3;-0.92;Dropout
3829;0;5;10;0;0;0;0;5;10;1;14;3;7.6;2.6;0.32;Dropout
3830;0;6;8;6;15.5;0;0;6;9;4;15.5;0;11.1;0.6;2.02;Dropout
3834;0;6;0;0;0;0;0;6;0;0;0;0;16.2;0.3;-0.92;Dropout
3836;3;12;12;3;12;0;5;12;16;5;11.8;0;15.5;2.8;-4.06;Dropout
3837;0;4;4;0;0;4;0;5;8;3;12;0;10.8;1.4;1.74;Dropout
3838;0;5;13;4;10;0;0;5;7;3;11.33333333;0;15.5;2.8;-4.06;Dropout
3839;0;5;9;1;10;0;0;5;10;1;10;0;7.6;2.6;0.32;Dropout
3840;0;0;0;0;0;0;0;0;0;0;0;0;7.6;2.6;0.32;Dropout
3843;0;6;13;3;11.75;0;0;6;10;0;0;0;13.9;-0.3;0.79;Dropout
3844;0;5;8;1;10;0;0;5;7;1;11;0;7.6;2.6;0.32;Dropout
3846;0;5;5;0;0;0;0;5;5;0;0;0;7.6;2.6;0.32;Dropout
3847;0;6;12;3;12;0;0;6;15;0;0;0;9.4;-0.8;-3.12;Dropout
3848;0;6;10;0;0;0;0;5;10;0;0;0;10.8;1.4;1.74;Dropout
3849;4;10;19;8;11.88888889;0;2;8;17;5;11.6;1;15.5;2.8;-4.06;Dropout
3851;0;5;5;0;0;0;0;5;5;0;0;0;12.7;3.7;-1.7;Dropout
3852;0;6;8;5;11.4;0;0;6;9;5;12.4;0;10.8;1.4;1.74;Dropout
3853;0;6;8;0;0;0;1;6;8;2;11;0;16.2;0.3;-0.92;Dropout
3854;14;17;17;14;10.64285714;1;12;12;12;12;10.66666667;0;15.5;2.8;-4.06;Dropout
3855;0;6;10;2;11;0;0;6;12;0;0;0;7.6;2.6;0.32;Dropout
3859;0;5;8;0;0;0;0;5;5;0;0;0;9.4;-0.8;-3.12;Dropout
3860;0;5;14;1;10;0;0;5;14;1;11;0;13.9;-0.3;0.79;Dropout
3861;0;6;15;1;11;0;0;6;13;4;11.75;0;12.4;0.5;1.79;Dropout
3862;0;6;6;1;11;0;0;6;0;0;0;0;8.9;1.4;3.51;Dropout
3865;2;6;13;3;11.33333333;0;0;6;8;2;11.5;0;13.9;-0.3;0.79;Dropout
3866;0;6;15;2;12;0;0;6;12;0;0;0;10.8;1.4;1.74;Dropout
3867;0;7;8;0;0;1;0;7;7;0;0;0;13.9;-0.3;0.79;Dropout
3870;0;5;13;4;13.5;1;0;5;12;3;11.66666667;1;9.4;-0.8;-3.12;Dropout
3874;0;6;9;4;12.5;0;0;6;6;0;0;0;9.4;-0.8;-3.12;Dropout
3875;0;5;5;0;0;1;0;5;5;0;0;5;12.7;3.7;-1.7;Dropout
3876;0;7;7;0;0;6;0;7;7;0;0;6;7.6;2.6;0.32;Dropout
3877;0;7;7;7;13.44285714;0;0;8;8;7;13.77142857;0;13.9;-0.3;0.79;Dropout
3883;0;6;7;4;11.25;0;0;6;9;4;10.85714286;0;10.8;1.4;1.74;Dropout
3894;0;5;14;1;12;2;0;5;11;2;10.5;1;9.4;-0.8;-3.12;Dropout
3904;0;5;12;3;10.66666667;2;0;5;15;3;10.66666667;0;9.4;-0.8;-3.12;Dropout
3905;0;7;14;0;0;0;0;8;0;0;0;0;11.1;0.6;2.02;Dropout
3910;0;5;5;0;0;0;0;5;6;0;0;0;10.8;1.4;1.74;Dropout
3915;4;10;25;5;12.2;0;3;9;18;8;12.22222222;0;16.2;0.3;-0.92;Dropout
3928;0;6;8;6;14.14285714;0;0;6;6;5;12;0;13.9;-0.3;0.79;Dropout
3935;0;6;10;0;0;0;0;6;6;0;0;0;12.7;3.7;-1.7;Dropout
3937;0;5;10;2;12;2;0;5;9;4;11;0;9.4;-0.8;-3.12;Dropout
3942;0;7;14;0;0;0;0;6;6;0;0;0;11.1;0.6;2.02;Dropout
3944;0;5;0;0;0;0;0;5;0;0;0;0;13.9;-0.3;0.79;Dropout
3945;0;6;6;0;0;0;0;6;7;0;0;0;8.9;1.4;3.51;Dropout
3948;0;7;0;0;0;0;0;7;0;0;0;0;12.7;3.7;-1.7;Dropout
3951;0;6;7;6;13.5;0;0;6;6;3;15.33333333;0;8.9;1.4;3.51;Dropout
3952;0;5;5;0;0;0;0;5;0;0;0;0;9.4;-0.8;-3.12;Dropout
3955;0;6;13;2;12;0;0;6;14;1;10;0;9.4;-0.8;-3.12;Dropout
3956;0;7;0;0;0;0;0;8;0;0;0;0;11.1;0.6;2.02;Dropout
3961;0;6;0;0;0;0;0;6;0;0;0;0;11.1;0.6;2.02;Dropout
3965;0;6;10;5;11.71428571;0;0;6;13;2;10.66666667;0;16.2;0.3;-0.92;Dropout
3967;0;6;12;3;10.66666667;2;0;6;12;4;12;0;15.5;2.8;-4.06;Dropout
3985;0;6;6;0;0;0;0;6;7;0;0;0;8.9;1.4;3.51;Dropout
3992;0;7;10;4;10.5;0;0;7;7;2;10.5;0;16.2;0.3;-0.92;Dropout
3996;0;5;5;2;10.5;0;0;5;5;0;0;0;7.6;2.6;0.32;Dropout
3997;0;6;11;3;12;0;0;6;13;2;12;0;12.7;3.7;-1.7;Dropout
3999;2;7;10;5;12.62;0;3;7;11;3;14.16666667;0;12.4;0.5;1.79;Dropout
4000;0;7;9;6;13;0;0;8;8;8;14.2125;0;13.9;-0.3;0.79;Dropout
4001;0;5;5;0;0;0;0;5;5;0;0;0;15.5;2.8;-4.06;Dropout
4002;0;5;0;0;0;0;0;5;0;0;0;0;10.8;1.4;1.74;Dropout
4006;0;6;0;0;0;0;0;6;0;0;0;0;10.8;1.4;1.74;Dropout
4008;0;6;15;3;14.4;0;0;6;20;0;0;0;16.2;0.3;-0.92;Dropout
4009;0;6;10;4;12;0;0;6;12;0;0;0;10.8;1.4;1.74;Dropout
4010;0;5;5;0;0;0;0;5;10;0;0;0;10.8;1.4;1.74;Dropout
4011;0;7;7;0;0;0;0;7;7;0;0;0;15.5;2.8;-4.06;Dropout
4013;0;6;0;0;0;0;0;6;0;0;0;0;9.4;-0.8;-3.12;Dropout
4016;0;5;7;3;10.33333333;0;0;5;6;3;12;0;10.8;1.4;1.74;Dropout
4017;0;6;11;3;12;0;0;6;11;4;11.25;0;7.6;2.6;0.32;Dropout
4018;0;6;6;0;0;0;0;5;5;0;0;0;8.9;1.4;3.51;Dropout
4021;0;5;6;3;11.33333333;0;0;5;5;0;0;0;9.4;-0.8;-3.12;Dropout
4024;0;8;8;6;12.25;1;0;8;8;6;12.25;1;12.7;3.7;-1.7;Dropout
4028;0;8;10;6;13.06666667;0;0;8;10;6;13.06666667;0;12.7;3.7;-1.7;Dropout
4030;0;7;7;3;13.83333333;1;0;7;7;0;0;0;16.2;0.3;-0.92;Dropout
4034;0;0;0;0;0;0;0;0;0;0;0;0;16.2;0.3;-0.92;Dropout
4035;0;6;0;0;0;0;0;6;0;0;0;0;9.4;-0.8;-3.12;Dropout
4036;0;6;9;0;0;0;0;6;6;0;0;0;16.2;0.3;-0.92;Dropout
4046;0;7;0;0;0;0;0;8;0;0;0;0;16.2;0.3;-0.92;Dropout
4051;0;6;0;0;0;0;0;6;0;0;0;0;7.6;2.6;0.32;Dropout
4053;0;6;12;4;11.25;0;0;6;12;3;11.33333333;0;7.6;2.6;0.32;Dropout
4056;0;6;15;4;12;0;0;6;14;4;12;0;11.1;0.6;2.02;Dropout
4060;0;6;0;0;0;0;0;6;0;0;0;0;13.9;-0.3;0.79;Dropout
4068;0;6;0;0;0;0;0;6;0;0;0;0;10.8;1.4;1.74;Dropout
4072;0;6;10;4;11.75;0;0;6;13;4;10;0;7.6;2.6;0.32;Dropout
4076;0;6;0;0;0;0;0;6;0;0;0;0;15.5;2.8;-4.06;Dropout
4078;0;6;7;2;11;0;0;6;0;0;0;0;9.4;-0.8;-3.12;Dropout
4081;0;0;0;0;0;0;0;0;0;0;0;0;12.7;3.7;-1.7;Dropout
4085;0;4;4;0;0;0;0;5;0;0;0;0;12.7;3.7;-1.7;Dropout
4086;2;6;9;6;12;0;1;6;8;3;14.66666667;0;12.4;0.5;1.79;Dropout
4090;3;7;13;3;12;0;2;7;15;1;13;1;9.4;-0.8;-3.12;Dropout
4092;0;5;15;2;13.25;0;0;5;12;3;12.6;3;16.2;0.3;-0.92;Dropout
4093;0;7;7;6;13.86166667;0;0;8;16;0;0;1;12.4;0.5;1.79;Dropout
4099;0;7;7;0;0;0;0;8;8;0;0;0;16.2;0.3;-0.92;Dropout
4100;0;1;1;0;0;1;0;6;0;0;0;0;10.8;1.4;1.74;Dropout
4108;0;8;10;6;13.78;1;0;8;10;6;13.78;1;9.4;-0.8;-3.12;Dropout
4114;0;7;0;0;0;0;0;7;0;0;0;0;10.8;1.4;1.74;Dropout
4139;0;6;11;3;12.33333333;0;0;6;11;4;13.5;0;7.6;2.6;0.32;Dropout
4141;0;6;0;0;0;0;0;6;0;0;0;0;11.1;0.6;2.02;Dropout
4142;0;3;3;2;16;0;0;3;3;1;16;0;7.6;2.6;0.32;Dropout
4146;0;6;0;0;0;0;0;6;0;0;0;0;15.5;2.8;-4.06;Dropout
4147;0;7;12;4;12;0;0;7;13;4;12.5625;0;11.1;0.6;2.02;Dropout
4155;0;6;11;3;11.66666667;0;0;6;11;3;10.66666667;0;9.4;-0.8;-3.12;Dropout
4158;0;5;13;1;13;0;0;5;7;2;12.5;0;12.7;3.7;-1.7;Dropout
4163;0;6;6;6;12.16666667;0;0;6;9;3;11;0;7.6;2.6;0.32;Dropout
4165;0;0;0;0;0;0;0;0;0;0;0;0;9.4;-0.8;-3.12;Dropout
4170;0;4;8;0;0;0;0;4;8;0;0;0;7.6;2.6;0.32;Dropout
4182;0;6;0;0;0;0;0;5;10;0;0;0;10.8;1.4;1.74;Dropout
4183;0;7;13;5;12.2;0;0;7;14;3;11.4;0;11.1;0.6;2.02;Dropout
4191;3;10;16;3;11.66666667;0;3;10;24;6;11.83333333;0;9.4;-0.8;-3.12;Dropout
4195;0;5;12;2;11.5;0;0;5;12;0;0;0;12.7;3.7;-1.7;Dropout
4205;0;6;9;5;11.8;0;0;6;10;4;11.5;0;7.6;2.6;0.32;Dropout
4209;0;0;0;0;0;0;0;0;0;0;0;0;7.6;2.6;0.32;Dropout
4216;0;0;0;0;0;0;0;0;0;0;0;0;8.9;1.4;3.51;Dropout
4217;0;4;4;0;0;0;0;5;5;0;0;0;12.4;0.5;1.79;Dropout
4221;0;5;6;2;12.5;0;0;5;5;0;0;0;9.4;-0.8;-3.12;Dropout
4227;0;6;10;4;11.5;0;0;6;11;6;11.5;0;9.4;-0.8;-3.12;Dropout
4230;0;5;14;1;12;3;0;5;5;0;0;5;9.4;-0.8;-3.12;Dropout
4233;0;6;13;3;10.66666667;0;0;6;6;4;12.25;0;15.5;2.8;-4.06;Dropout
4239;0;5;7;3;11.33333333;0;0;5;8;2;11.5;0;7.6;2.6;0.32;Dropout
4242;0;8;8;7;13.32714286;0;0;8;8;7;13.32714286;0;10.8;1.4;1.74;Dropout
4243;0;6;13;4;11;0;0;6;13;2;11.5;0;12.7;3.7;-1.7;Dropout
4245;6;12;13;12;12.33333333;0;4;11;12;10;12.72727273;0;8.9;1.4;3.51;Dropout
4246;0;7;9;0;0;0;0;6;6;0;0;0;11.1;0.6;2.02;Dropout
4247;11;15;15;12;11.91666667;0;8;13;14;8;11.25;0;10.8;1.4;1.74;Dropout
4249;3;7;11;3;12.33333333;0;3;7;9;3;11.66666667;0;13.9;-0.3;0.79;Dropout
4251;0;8;11;5;11.832;4;0;8;11;5;11.832;4;9.4;-0.8;-3.12;Dropout
4252;0;5;13;2;10;1;0;5;10;0;0;0;9.4;-0.8;-3.12;Dropout
4254;0;7;11;5;12.2;0;0;7;13;0;0;0;12.4;0.5;1.79;Dropout
4255;0;5;7;3;11.33333333;0;0;5;5;4;11.25;0;7.6;2.6;0.32;Dropout
4256;10;16;24;13;13.84615385;0;7;11;15;9;12.55555556;0;15.5;2.8;-4.06;Dropout
4260;0;6;12;3;13;0;0;6;13;2;14;0;9.4;-0.8;-3.12;Dropout
4261;0;6;6;0;0;0;0;6;6;0;0;0;11.1;0.6;2.02;Dropout
4262;9;12;12;9;12.22222222;2;9;12;12;9;13;0;9.4;-0.8;-3.12;Dropout
4264;0;5;7;3;11.66666667;0;0;5;8;1;11;0;7.6;2.6;0.32;Dropout
4269;0;5;11;4;11;0;0;5;8;4;12.25;0;15.5;2.8;-4.06;Dropout
4272;0;5;6;5;14.6;0;0;5;5;5;15.2;0;8.9;1.4;3.51;Dropout
4277;0;5;5;1;13;0;0;5;5;0;0;0;8.9;1.4;3.51;Dropout
4278;0;5;10;1;10;0;0;5;8;3;13.66666667;3;7.6;2.6;0.32;Dropout
4280;0;6;6;0;0;0;0;6;12;0;0;0;10.8;1.4;1.74;Dropout
4281;0;5;7;1;11;0;0;5;7;0;0;0;13.9;-0.3;0.79;Dropout
4283;0;5;7;4;10.75;0;0;5;12;3;10.57142857;0;10.8;1.4;1.74;Dropout
4284;0;5;7;1;11;0;0;5;9;0;0;0;10.8;1.4;1.74;Dropout
4289;0;6;12;2;11.33333333;0;0;6;8;2;13;0;13.9;-0.3;0.79;Dropout
4294;0;6;16;3;10.33333333;0;0;6;16;1;11;0;10.8;1.4;1.74;Dropout
4299;0;5;7;3;11.33333333;0;0;5;6;0;0;0;10.8;1.4;1.74;Dropout
4300;0;5;13;1;10;0;0;5;5;1;10;0;12.7;3.7;-1.7;Dropout
4302;0;0;0;0;0;0;0;0;0;0;0;0;15.5;2.8;-4.06;Dropout
4303;13;15;15;13;10.76923077;0;11;14;15;12;11.83333333;0;7.6;2.6;0.32;Dropout
4304;0;6;10;5;11.6;0;0;6;6;6;12;0;9.4;-0.8;-3.12;Dropout
4305;0;5;6;4;13.75;0;0;5;5;0;0;0;12.4;0.5;1.79;Dropout
4306;0;5;14;4;11;0;0;5;9;5;10.5;0;13.9;-0.3;0.79;Dropout
4307;0;5;6;0;0;0;0;5;5;0;0;0;15.5;2.8;-4.06;Dropout
4308;0;0;0;0;0;0;0;0;0;0;0;0;7.6;2.6;0.32;Dropout
4309;0;0;0;0;0;0;0;0;0;0;0;0;12.4;0.5;1.79;Dropout
4313;0;5;12;4;14.75;0;0;5;9;2;15;0;16.2;0.3;-0.92;Dropout
4315;0;5;8;0;0;0;0;5;5;0;0;0;7.6;2.6;0.32;Dropout
4316;0;6;15;3;11.66666667;0;0;6;14;2;12.5;0;10.8;1.4;1.74;Dropout
4323;0;6;8;5;12.2;0;0;6;6;4;11.75;0;16.2;0.3;-0.92;Dropout
4324;0;5;14;2;10.5;0;0;5;6;0;0;0;12.4;0.5;1.79;Dropout
4327;0;6;13;4;12;0;0;6;7;5;13.2;0;16.2;0.3;-0.92;Dropout
4328;0;5;0;0;0;0;0;5;0;0;0;0;9.4;-0.8;-3.12;Dropout
4329;3;7;8;6;13.66666667;0;1;6;8;5;13.5;0;9.4;-0.8;-3.12;Dropout
4331;0;6;0;0;0;0;0;6;0;0;0;0;12.7;3.7;-1.7;Dropout
4332;0;0;0;0;0;0;0;0;0;0;0;0;11.1;0.6;2.02;Dropout
4334;0;6;8;6;12.71428571;0;0;6;12;5;11;0;13.9;-0.3;0.79;Dropout
4343;0;5;10;3;13;0;0;5;11;3;11.33333333;0;7.6;2.6;0.32;Dropout
4345;0;6;10;5;11.83333333;0;0;6;10;5;13.2;0;13.9;-0.3;0.79;Dropout
4347;0;6;16;1;10;0;0;6;12;0;0;0;10.8;1.4;1.74;Dropout
4348;0;5;9;2;11;0;0;5;12;2;10;0;7.6;2.6;0.32;Dropout
4353;0;6;7;6;11.66666667;0;0;6;7;6;12.33333333;0;10.8;1.4;1.74;Dropout
4357;0;6;11;3;12.66666667;0;0;6;7;0;0;0;11.1;0.6;2.02;Dropout
4358;0;6;14;2;10.5;0;0;6;6;3;12.33333333;0;11.1;0.6;2.02;Dropout
4359;0;6;13;2;11.5;0;0;6;13;1;11;0;7.6;2.6;0.32;Dropout
4364;0;6;10;2;10.5;0;0;6;13;0;0;0;7.6;2.6;0.32;Dropout
4369;0;5;5;0;0;0;0;5;5;0;0;0;9.4;-0.8;-3.12;Dropout
4373;0;6;7;0;0;0;0;6;10;0;0;0;12.4;0.5;1.79;Dropout
4376;0;5;5;0;0;0;0;5;5;0;0;0;7.6;2.6;0.32;Dropout
4378;14;15;15;14;11.07142857;0;12;14;16;12;11.33333333;1;9.4;-0.8;-3.12;Dropout
4380;0;5;7;5;11.4;0;0;5;6;5;13.66666667;0;10.8;1.4;1.74;Dropout
4381;0;8;14;4;11.325;1;0;8;14;4;11.325;1;12.7;3.7;-1.7;Dropout
4385;0;6;12;2;11;0;0;6;14;4;10.5;0;9.4;-0.8;-3.12;Dropout
4386;0;6;0;0;0;0;0;6;0;0;0;0;12.4;0.5;1.79;Dropout
4387;0;5;7;3;12.33333333;0;0;5;5;2;12.5;0;7.6;2.6;0.32;Dropout
4388;0;5;6;4;12.25;0;0;5;6;5;10.16666667;0;10.8;1.4;1.74;Dropout
4389;13;13;13;13;11.92307692;0;12;12;12;12;12.5;0;15.5;2.8;-4.06;Dropout
4396;0;6;8;6;12.16666667;0;0;6;8;5;12.4;0;9.4;-0.8;-3.12;Dropout
4401;0;5;10;4;10.75;0;0;5;12;3;13.33333333;0;9.4;-0.8;-3.12;Dropout
4402;3;5;10;3;14.66666667;1;0;5;5;0;0;0;7.6;2.6;0.32;Dropout
4405;0;6;12;1;11;0;0;6;9;2;10.5;0;16.2;0.3;-0.92;Dropout
4409;0;6;8;5;11.4;0;0;6;10;6;11.66666667;0;12.7;3.7;-1.7;Dropout
4412;1;6;8;6;12.5;0;0;6;11;3;13.33333333;0;13.9;-0.3;0.79;Dropout
4416;0;7;14;3;12.33333333;0;0;7;12;3;11.08333333;0;11.1;0.6;2.02;Dropout
4421;0;6;6;6;12;0;0;6;6;2;11;0;11.1;0.6;2.02;Dropout
4422;0;7;8;7;14.9125;0;0;8;9;1;13.5;0;13.9;-0.3;0.79;Dropout
17;0;6;10;1;12;0;0;6;14;2;11;0;10.8;1.4;1.74;Enrolled
20;0;7;7;6;11.66666667;0;0;7;8;6;13.5;0;16.2;0.3;-0.92;Enrolled
22;0;7;14;7;11.4375;0;0;8;9;8;11.425;0;12.7;3.7;-1.7;Enrolled
